year,players,positions,height,weight,team,nationality
1982,Norm Nixon,Norm Nixon,6-2,170,Los Angeles Lakers,United States
1982,Lonnie Shelton,Lonnie Shelton,6-8,240,Seattle SuperSonics,United States
1982,Jack Sikma,Jack Sikma,6-11,230,Seattle SuperSonics,United States
1982,Gus Williams,Gus Williams,6-2,175,Seattle SuperSonics,United States
1983,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1983,Alex English,Alex English,6-7,190,Denver Nuggets,United States
1983,George Gervin,George Gervin,6-7,180,San Antonio Spurs,United States
1983,Artis Gilmore,Artis Gilmore,7-2,240,San Antonio Spurs,United States
1983,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1983,Maurice Lucas,Maurice Lucas,6-9,215,Phoenix Suns,United States
1983,Jim Paxson,Jim Paxson,6-6,200,Portland Trail Blazers,United States
1983,Jack Sikma,Jack Sikma,6-11,230,Seattle SuperSonics,United States
1983,David Thompson,David Thompson,6-5,195,Seattle SuperSonics,United States
1983,Kiki Vandeweghe,Kiki Vandeweghe,6-8,220,Denver Nuggets,United States
1983,Jamaal Wilkes,Jamaal Wilkes,6-6,190,Los Angeles Lakers,United States
1983,Gus Williams,Gus Williams,6-2,175,Seattle SuperSonics,United States
1983,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1983,Mo Cheeks,Mo Cheeks,6-1,180,Philadelphia Sixers,United States
1983,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1983,Marques Johnson,Marques Johnson,6-7,218,Milwaukee Bucks,United States
1983,Bill Laimbeer,Bill Laimbeer,6-11,245,Detroit Pistons,United States
1983,Moses Malone,Moses Malone,6-10,215,Philadelphia Sixers,United States
1983,Sidney Moncrief,Sidney Moncrief,6-3,180,Milwaukee Bucks,United States
1983,Robert Parish,Robert Parish,7-0,230,Boston Celtics,United States
1983,Reggie Theus,Reggie Theus,6-7,190,Chicago Bulls,United States
1983,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1983,Andrew Toney,Andrew Toney,6-3,178,Philadelphia Sixers,United States
1983,Buck Williams,Buck Williams,6-8,215,New Jersey Nets,United States
1984,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1984,Mark Aguirre,Mark Aguirre,6-6,232,Dallas Mavericks,United States
1984,Adrian Dantley,Adrian Dantley,6-5,208,Utah Jazz,United States
1984,Walter Davis,Walter Davis,6-6,193,Phoenix Suns,United States
1984,Alex English,Alex English,6-7,190,Denver Nuggets,United States
1984,George Gervin,George Gervin,6-7,180,San Antonio Spurs,United States
1984,Rickey Green,Rickey Green,6-0,170,Utah Jazz,United States
1984,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1984,Jim Paxson,Jim Paxson,6-6,200,Portland Trail Blazers,United States
1984,Ralph Sampson,Ralph Sampson,7-4,228,Houston Rockets,United States
1984,Jack Sikma,Jack Sikma,6-11,230,Seattle SuperSonics,United States
1984,Kiki Vandeweghe,Kiki Vandeweghe,6-8,220,Denver Nuggets,United States
1984,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1984,Otis Birdsong,Otis Birdsong,6-3,190,New Jersey Nets,United States
1984,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1984,Bernard King,Bernard King,6-7,205,New York Knicks,United States
1984,Bill Laimbeer,Bill Laimbeer,6-11,245,Detroit Pistons,United States
1984,Moses Malone,Moses Malone,6-10,215,Philadelphia Sixers,United States
1984,Kevin McHale,Kevin McHale,6-10,210,Boston Celtics,United States
1984,Sidney Moncrief,Sidney Moncrief,6-3,180,Milwaukee Bucks,United States
1984,Robert Parish,Robert Parish,7-0,230,Boston Celtics,United States
1984,Jeff Ruland,Jeff Ruland,6-10,240,Washington Bullets,United States
1984,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1984,Andrew Toney,Andrew Toney,6-3,178,Philadelphia Sixers,United States
1984,Kelly Tripucka,Kelly Tripucka,6-6,220,Detroit Pistons,United States
1985,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1985,Terry Cummings,Terry Cummings,6-9,220,Milwaukee Bucks,United States
1985,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1985,Dennis Johnson,Dennis Johnson,6-4,185,Boston Celtics,United States
1985,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1985,Bernard King,Bernard King,6-7,205,New York Knicks,United States
1985,Bill Laimbeer,Bill Laimbeer,6-11,245,Detroit Pistons,United States
1985,Moses Malone,Moses Malone,6-10,215,Philadelphia Sixers,United States
1985,Sidney Moncrief,Sidney Moncrief,6-3,180,Milwaukee Bucks,United States
1985,Robert Parish,Robert Parish,7-0,230,Boston Celtics,United States
1985,Micheal Ray Richardson,Micheal Ray Richardson,6-5,189,New Jersey Nets,United States
1985,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1985,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1985,Rolando Blackman,Rolando Blackman,6-6,190,Dallas Mavericks,PanamaUnited States
1985,Adrian Dantley,Adrian Dantley,6-5,208,Utah Jazz,United States
1985,Alex English,Alex English,6-7,190,Denver Nuggets,United States
1985,George Gervin,George Gervin,6-7,180,San Antonio Spurs,United States
1985,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1985,Larry Nance,Larry Nance,6-10,205,Phoenix Suns,United States
1985,Calvin Natt,Calvin Natt,6-6,220,Denver Nuggets,United States
1985,Norm Nixon,Norm Nixon,6-2,170,Los Angeles Clippers,United States
1985,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1985,Ralph Sampson,Ralph Sampson,7-4,228,Houston Rockets,United States
1985,Jack Sikma,Jack Sikma,6-11,230,Seattle SuperSonics,United States
1986,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1986,Rolando Blackman,Rolando Blackman,6-6,190,Dallas Mavericks,PanamaUnited States
1986,Adrian Dantley,Adrian Dantley,6-5,208,Utah Jazz,United States
1986,Clyde Drexler,Clyde Drexler,6-7,210,Portland Trail Blazers,United States
1986,Alex English,Alex English,6-7,190,Denver Nuggets,United States
1986,Artis Gilmore,Artis Gilmore,7-2,240,San Antonio Spurs,United States
1986,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1986,Marques Johnson,Marques Johnson,6-7,218,Los Angeles Clippers,United States
1986,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1986,Alvin Robertson,Alvin Robertson,6-3,185,San Antonio Spurs,United States
1986,Ralph Sampson,Ralph Sampson,7-4,228,Houston Rockets,United States
1986,James Worthy,James Worthy,6-9,225,Los Angeles Lakers,United States
1986,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1986,Mo Cheeks,Mo Cheeks,6-1,180,Philadelphia Sixers,United States
1986,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1986,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1986,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1986,Jeff Malone,Jeff Malone,6-4,205,Washington Bullets,United States
1986,Moses Malone,Moses Malone,6-10,215,Philadelphia Sixers,United States
1986,Kevin McHale,Kevin McHale,6-10,210,Boston Celtics,United States
1986,Sidney Moncrief,Sidney Moncrief,6-3,180,Milwaukee Bucks,United States
1986,Robert Parish,Robert Parish,7-0,230,Boston Celtics,United States
1986,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1986,Dominique Wilkins,Dominique Wilkins,6-7,200,Atlanta Hawks,United States
1986,Buck Williams,Buck Williams,6-8,215,New Jersey Nets,United States
1987,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1987,Mark Aguirre,Mark Aguirre,6-6,232,Dallas Mavericks,United States
1987,Rolando Blackman,Rolando Blackman,6-6,190,Dallas Mavericks,PanamaUnited States
1987,Joe Barry Carroll,Joe Barry Carroll,7-0,225,Golden State Warriors,United States
1987,Tom Chambers,Tom Chambers,6-10,220,Seattle SuperSonics,United States
1987,Walter Davis,Walter Davis,6-6,193,Phoenix Suns,United States
1987,Alex English,Alex English,6-7,190,Denver Nuggets,United States
1987,Sleepy Floyd,Sleepy Floyd,6-3,170,Golden State Warriors,United States
1987,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1987,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1987,Alvin Robertson,Alvin Robertson,6-3,185,San Antonio Spurs,United States
1987,Ralph Sampson,Ralph Sampson,7-4,228,Houston Rockets,United States
1987,James Worthy,James Worthy,6-9,225,Los Angeles Lakers,United States
1987,Charles Barkley,Charles Barkley,6-6,252,Philadelphia Sixers,United States
1987,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1987,Mo Cheeks,Mo Cheeks,6-1,180,Philadelphia Sixers,United States
1987,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1987,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1987,Bill Laimbeer,Bill Laimbeer,6-11,245,Detroit Pistons,United States
1987,Jeff Malone,Jeff Malone,6-4,205,Washington Bullets,United States
1987,Moses Malone,Moses Malone,6-10,215,Washington Bullets,United States
1987,Kevin McHale,Kevin McHale,6-10,210,Boston Celtics,United States
1987,Robert Parish,Robert Parish,7-0,230,Boston Celtics,United States
1987,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1987,Dominique Wilkins,Dominique Wilkins,6-7,200,Atlanta Hawks,United States
1988,Danny Ainge,Danny Ainge,6-4,175,Boston Celtics,United States
1988,Charles Barkley,Charles Barkley,6-6,252,Philadelphia Sixers,United States
1988,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1988,Mo Cheeks,Mo Cheeks,6-1,180,Philadelphia Sixers,United States
1988,Brad Daugherty,Brad Daugherty,7-0,245,Cleveland Cavaliers,United States
1988,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1988,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1988,Moses Malone,Moses Malone,6-10,215,Washington Bullets,United States
1988,Kevin McHale,Kevin McHale,6-10,210,Boston Celtics,United States
1988,Doc Rivers,Doc Rivers,6-4,185,Atlanta Hawks,United States
1988,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1988,Dominique Wilkins,Dominique Wilkins,6-7,200,Atlanta Hawks,United States
1988,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1988,Mark Aguirre,Mark Aguirre,6-6,232,Dallas Mavericks,United States
1988,James Donaldson,James Donaldson,7-2,275,Dallas Mavericks,England
1988,Clyde Drexler,Clyde Drexler,6-7,210,Portland Trail Blazers,United States
1988,Alex English,Alex English,6-7,190,Denver Nuggets,United States
1988,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1988,Fat Lever,Fat Lever,6-3,170,Denver Nuggets,United States
1988,Karl Malone,Karl Malone,6-9,265,Utah Jazz,United States
1988,Xavier McDaniel,Xavier McDaniel,6-7,205,Seattle SuperSonics,United States
1988,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1988,Alvin Robertson,Alvin Robertson,6-3,185,San Antonio Spurs,United States
1988,James Worthy,James Worthy,6-9,225,Los Angeles Lakers,United States
1989,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1989,Tom Chambers,Tom Chambers,6-10,220,Phoenix Suns,United States
1989,Clyde Drexler,Clyde Drexler,6-7,210,Portland Trail Blazers,United States
1989,Kevin Duckworth,Kevin Duckworth,7-0,275,Portland Trail Blazers,United States
1989,Mark Eaton,Mark Eaton,7-4,275,Utah Jazz,United States
1989,Dale Ellis,Dale Ellis,6-7,205,Seattle SuperSonics,United States
1989,Alex English,Alex English,6-7,190,Denver Nuggets,United States
1989,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1989,Karl Malone,Karl Malone,6-9,265,Utah Jazz,United States
1989,Chris Mullin,Chris Mullin,6-7,215,Golden State Warriors,United States
1989,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1989,John Stockton,John Stockton,6-1,170,Utah Jazz,United States
1989,James Worthy,James Worthy,6-9,225,Los Angeles Lakers,United States
1989,Charles Barkley,Charles Barkley,6-6,252,Philadelphia Sixers,United States
1989,Terry Cummings,Terry Cummings,6-9,220,Milwaukee Bucks,United States
1989,Brad Daugherty,Brad Daugherty,7-0,245,Cleveland Cavaliers,United States
1989,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1989,Mark Jackson,Mark Jackson,6-1,180,New York Knicks,United States
1989,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1989,Moses Malone,Moses Malone,6-10,215,Atlanta Hawks,United States
1989,Kevin McHale,Kevin McHale,6-10,210,Boston Celtics,United States
1989,Larry Nance,Larry Nance,6-10,205,Cleveland Cavaliers,United States
1989,Mark Price,Mark Price,6-0,170,Cleveland Cavaliers,United States
1989,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1989,Dominique Wilkins,Dominique Wilkins,6-7,200,Atlanta Hawks,United States
1990,Charles Barkley,Charles Barkley,6-6,252,Philadelphia Sixers,United States
1990,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1990,Joe Dumars,Joe Dumars,6-3,190,Detroit Pistons,United States
1990,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1990,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1990,Kevin McHale,Kevin McHale,6-10,210,Boston Celtics,United States
1990,Reggie Miller,Reggie Miller,6-7,185,Indiana Pacers,United States
1990,Robert Parish,Robert Parish,7-0,230,Boston Celtics,United States
1990,Scottie Pippen,Scottie Pippen,6-8,228,Chicago Bulls,United States
1990,Dennis Rodman,Dennis Rodman,6-7,210,Detroit Pistons,United States
1990,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1990,Dominique Wilkins,Dominique Wilkins,6-7,200,Atlanta Hawks,United States
1990,Rolando Blackman,Rolando Blackman,6-6,190,Dallas Mavericks,PanamaUnited States
1990,Tom Chambers,Tom Chambers,6-10,220,Phoenix Suns,United States
1990,Clyde Drexler,Clyde Drexler,6-7,210,Portland Trail Blazers,United States
1990,A.C. Green,A.C. Green,6-9,220,Los Angeles Lakers,United States
1990,Kevin Johnson,Kevin Johnson,6-1,180,Phoenix Suns,United States
1990,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1990,Fat Lever,Fat Lever,6-3,170,Denver Nuggets,United States
1990,Karl Malone,Karl Malone,6-9,265,Utah Jazz,United States
1990,Chris Mullin,Chris Mullin,6-7,215,Golden State Warriors,United States
1990,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1990,David Robinson,David Robinson,7-1,250,San Antonio Spurs,United States
1990,John Stockton,John Stockton,6-1,170,Utah Jazz,United States
1990,James Worthy,James Worthy,6-9,225,Los Angeles Lakers,United States
1991,Charles Barkley,Charles Barkley,6-6,252,Philadelphia Sixers,United States
1991,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1991,Brad Daugherty,Brad Daugherty,7-0,245,Cleveland Cavaliers,United States
1991,Joe Dumars,Joe Dumars,6-3,190,Detroit Pistons,United States
1991,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1991,Hersey Hawkins,Hersey Hawkins,6-3,190,Philadelphia Sixers,United States
1991,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1991,Bernard King,Bernard King,6-7,205,Washington Bullets,United States
1991,Kevin McHale,Kevin McHale,6-10,210,Boston Celtics,United States
1991,Robert Parish,Robert Parish,7-0,230,Boston Celtics,United States
1991,Ricky Pierce,Ricky Pierce,6-4,205,Milwaukee Bucks,United States
1991,Alvin Robertson,Alvin Robertson,6-3,185,Milwaukee Bucks,United States
1991,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1991,Dominique Wilkins,Dominique Wilkins,6-7,200,Atlanta Hawks,United States
1991,Tom Chambers,Tom Chambers,6-10,220,Phoenix Suns,United States
1991,Clyde Drexler,Clyde Drexler,6-7,210,Portland Trail Blazers,United States
1991,Kevin Duckworth,Kevin Duckworth,7-0,275,Portland Trail Blazers,United States
1991,Tim Hardaway,Tim Hardaway,6-0,175,Golden State Warriors,United States
1991,Kevin Johnson,Kevin Johnson,6-1,180,Phoenix Suns,United States
1991,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1991,Karl Malone,Karl Malone,6-9,265,Utah Jazz,United States
1991,Chris Mullin,Chris Mullin,6-7,215,Golden State Warriors,United States
1991,Terry Porter,Terry Porter,6-3,195,Portland Trail Blazers,United States
1991,David Robinson,David Robinson,7-1,250,San Antonio Spurs,United States
1991,John Stockton,John Stockton,6-1,170,Utah Jazz,United States
1991,James Worthy,James Worthy,6-9,225,Los Angeles Lakers,United States
1992,Michael Adams,Michael Adams,5-10,163,Washington Bullets,United States
1992,Charles Barkley,Charles Barkley,6-6,252,Philadelphia Sixers,United States
1992,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1992,Brad Daugherty,Brad Daugherty,7-0,245,Cleveland Cavaliers,United States
1992,Joe Dumars,Joe Dumars,6-3,190,Detroit Pistons,United States
1992,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1992,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1992,Reggie Lewis,Reggie Lewis,6-7,195,Boston Celtics,United States
1992,Scottie Pippen,Scottie Pippen,6-8,228,Chicago Bulls,United States
1992,Mark Price,Mark Price,6-0,170,Cleveland Cavaliers,United States
1992,Dennis Rodman,Dennis Rodman,6-7,210,Detroit Pistons,United States
1992,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1992,Dominique Wilkins,Dominique Wilkins,6-7,200,Atlanta Hawks,United States
1992,Kevin Willis,Kevin Willis,7-0,245,Atlanta Hawks,United States
1992,Clyde Drexler,Clyde Drexler,6-7,210,Portland Trail Blazers,United States
1992,Tim Hardaway,Tim Hardaway,6-0,175,Golden State Warriors,United States
1992,Jeff Hornacek,Jeff Hornacek,6-3,190,Phoenix Suns,United States
1992,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1992,Dan Majerle,Dan Majerle,6-6,215,Phoenix Suns,United States
1992,Karl Malone,Karl Malone,6-9,265,Utah Jazz,United States
1992,Chris Mullin,Chris Mullin,6-7,215,Golden State Warriors,United States
1992,Dikembe Mutombo,Dikembe Mutombo,7-2,260,Denver Nuggets,Democratic Republic of the Congo
1992,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1992,David Robinson,David Robinson,7-1,250,San Antonio Spurs,United States
1992,John Stockton,John Stockton,6-1,170,Utah Jazz,United States
1992,Otis Thorpe,Otis Thorpe,6-9,225,Houston Rockets,United States
1992,James Worthy,James Worthy,6-9,225,Los Angeles Lakers,United States
1993,Charles Barkley,Charles Barkley,6-6,252,Phoenix Suns,United States
1993,Clyde Drexler,Clyde Drexler,6-7,210,Portland Trail Blazers,United States
1993,Sean Elliott,Sean Elliott,6-8,205,San Antonio Spurs,United States
1993,Tim Hardaway,Tim Hardaway,6-0,175,Golden State Warriors,United States
1993,Shawn Kemp,Shawn Kemp,6-10,280,Seattle SuperSonics,United States
1993,Dan Majerle,Dan Majerle,6-6,215,Phoenix Suns,United States
1993,Karl Malone,Karl Malone,6-9,265,Utah Jazz,United States
1993,Danny Manning,Danny Manning,6-10,230,Los Angeles Clippers,United States
1993,Chris Mullin,Chris Mullin,6-7,215,Golden State Warriors,United States
1993,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1993,Terry Porter,Terry Porter,6-3,195,Portland Trail Blazers,United States
1993,Mitch Richmond,Mitch Richmond,6-5,215,Sacramento Kings,United States
1993,David Robinson,David Robinson,7-1,250,San Antonio Spurs,United States
1993,John Stockton,John Stockton,6-1,170,Utah Jazz,United States
1993,Brad Daugherty,Brad Daugherty,7-0,245,Cleveland Cavaliers,United States
1993,Joe Dumars,Joe Dumars,6-3,190,Detroit Pistons,United States
1993,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1993,Larry Johnson,Larry Johnson,6-6,250,Charlotte Hornets,United States
1993,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1993,Larry Nance,Larry Nance,6-10,205,Cleveland Cavaliers,United States
1993,Shaquille O'Neal,Shaquille O'Neal,7-1,325,Orlando Magic,United States
1993,Scottie Pippen,Scottie Pippen,6-8,228,Chicago Bulls,United States
1993,Mark Price,Mark Price,6-0,170,Cleveland Cavaliers,United States
1993,Detlef Schrempf,Detlef Schrempf,6-9,214,Indiana Pacers,GermanyUnited States
1993,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1993,Dominique Wilkins,Dominique Wilkins,6-7,200,Atlanta Hawks,United States
1994,Charles Barkley,Charles Barkley,6-6,252,Phoenix Suns,United States
1994,Clyde Drexler,Clyde Drexler,6-7,210,Portland Trail Blazers,United States
1994,Kevin Johnson,Kevin Johnson,6-1,180,Phoenix Suns,United States
1994,Shawn Kemp,Shawn Kemp,6-10,280,Seattle SuperSonics,United States
1994,Karl Malone,Karl Malone,6-9,265,Utah Jazz,United States
1994,Danny Manning,Danny Manning,6-10,230,Los Angeles Clippers,United States
1994,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1994,Gary Payton,Gary Payton,6-4,180,Seattle SuperSonics,United States
1994,Mitch Richmond,Mitch Richmond,6-5,215,Sacramento Kings,United States
1994,Cliff Robinson,Cliff Robinson,6-10,225,Portland Trail Blazers,United States
1994,David Robinson,David Robinson,7-1,250,San Antonio Spurs,United States
1994,Latrell Sprewell,Latrell Sprewell,6-5,190,Golden State Warriors,United States
1994,John Stockton,John Stockton,6-1,170,Utah Jazz,United States
1994,Kenny Anderson,Kenny Anderson,6-0,168,New Jersey Nets,United States
1994,B.J. Armstrong,B.J. Armstrong,6-2,175,Chicago Bulls,United States
1994,Mookie Blaylock,Mookie Blaylock,6-1,190,Atlanta Hawks,United States
1994,Derrick Coleman,Derrick Coleman,6-10,230,New Jersey Nets,United States
1994,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1994,Horace Grant,Horace Grant,6-10,255,Chicago Bulls,United States
1994,Alonzo Mourning,Alonzo Mourning,6-10,240,Charlotte Hornets,United States
1994,Shaquille O'Neal,Shaquille O'Neal,7-1,325,Orlando Magic,United States
1994,Charles Oakley,Charles Oakley,6-8,225,New York Knicks,United States
1994,Scottie Pippen,Scottie Pippen,6-8,228,Chicago Bulls,United States
1994,Mark Price,Mark Price,6-0,170,Cleveland Cavaliers,United States
1994,John Starks,John Starks,6-3,180,New York Knicks,United States
1994,Dominique Wilkins,Dominique Wilkins,6-7,200,Atlanta Hawks,United States
1995,Charles Barkley,Charles Barkley,6-6,252,Phoenix Suns,United States
1995,Cedric Ceballos,Cedric Ceballos,6-6,190,Los Angeles Lakers,United States
1995,Shawn Kemp,Shawn Kemp,6-10,280,Seattle SuperSonics,United States
1995,Dan Majerle,Dan Majerle,6-6,215,Phoenix Suns,United States
1995,Karl Malone,Karl Malone,6-9,265,Utah Jazz,United States
1995,Dikembe Mutombo,Dikembe Mutombo,7-2,260,Denver Nuggets,Democratic Republic of the Congo
1995,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1995,Gary Payton,Gary Payton,6-4,180,Seattle SuperSonics,United States
1995,Mitch Richmond,Mitch Richmond,6-5,215,Sacramento Kings,United States
1995,David Robinson,David Robinson,7-1,250,San Antonio Spurs,United States
1995,Detlef Schrempf,Detlef Schrempf,6-9,214,Seattle SuperSonics,GermanyUnited States
1995,Latrell Sprewell,Latrell Sprewell,6-5,190,Golden State Warriors,United States
1995,John Stockton,John Stockton,6-1,170,Utah Jazz,United States
1995,Vin Baker,Vin Baker,6-11,240,Milwaukee Bucks,United States
1995,Dana Barros,Dana Barros,5-11,165,Philadelphia Sixers,United States
1995,Joe Dumars,Joe Dumars,6-3,190,Detroit Pistons,United States
1995,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1995,Penny Hardaway,Penny Hardaway,6-7,195,Orlando Magic,United States
1995,Grant Hill,Grant Hill,6-8,225,Detroit Pistons,United States
1995,Tyrone Hill,Tyrone Hill,6-9,240,Cleveland Cavaliers,United States
1995,Larry Johnson,Larry Johnson,6-6,250,Charlotte Hornets,United States
1995,Reggie Miller,Reggie Miller,6-7,185,Indiana Pacers,United States
1995,Alonzo Mourning,Alonzo Mourning,6-10,240,Charlotte Hornets,United States
1995,Shaquille O'Neal,Shaquille O'Neal,7-1,325,Orlando Magic,United States
1995,Scottie Pippen,Scottie Pippen,6-8,228,Chicago Bulls,United States
1996,Charles Barkley,Charles Barkley,6-6,252,Phoenix Suns,United States
1996,Clyde Drexler,Clyde Drexler,6-7,210,Houston Rockets,United States
1996,Sean Elliott,Sean Elliott,6-8,205,San Antonio Spurs,United States
1996,Shawn Kemp,Shawn Kemp,6-10,280,Seattle SuperSonics,United States
1996,Jason Kidd,Jason Kidd,6-4,210,Dallas Mavericks,United States
1996,Karl Malone,Karl Malone,6-9,265,Utah Jazz,United States
1996,Dikembe Mutombo,Dikembe Mutombo,7-2,260,Denver Nuggets,Democratic Republic of the Congo
1996,Hakeem Olajuwon,Hakeem Olajuwon,7-0,255,Houston Rockets,NigeriaUnited States
1996,Gary Payton,Gary Payton,6-4,180,Seattle SuperSonics,United States
1996,Mitch Richmond,Mitch Richmond,6-5,215,Sacramento Kings,United States
1996,David Robinson,David Robinson,7-1,250,San Antonio Spurs,United States
1996,John Stockton,John Stockton,6-1,170,Utah Jazz,United States
1996,Vin Baker,Vin Baker,6-11,240,Milwaukee Bucks,United States
1996,Terrell Brandon,Terrell Brandon,5-11,180,Cleveland Cavaliers,United States
1996,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
1996,Penny Hardaway,Penny Hardaway,6-7,195,Orlando Magic,United States
1996,Grant Hill,Grant Hill,6-8,225,Detroit Pistons,United States
1996,Juwan Howard,Juwan Howard,6-9,240,Washington Bullets,United States
1996,Michael Jordan,Michael Jordan,6-6,215,Chicago Bulls,United States
1996,Reggie Miller,Reggie Miller,6-7,185,Indiana Pacers,United States
1996,Alonzo Mourning,Alonzo Mourning,6-10,240,Miami Heat,United States
1996,Shaquille O'Neal,Shaquille O'Neal,7-1,325,Orlando Magic,United States
1996,Scottie Pippen,Scottie Pippen,6-8,228,Chicago Bulls,United States
1996,Glen Rice,Glen Rice,6-8,228,Charlotte Hornets,United States
1997,Vin Baker,Vin Baker,6-11,240,Milwaukee Bucks,United States
1997,Terrell Brandon,Terrell Brandon,5-11,180,Cleveland Cavaliers,United States
1997,Joe Dumars,Joe Dumars,6-3,190,Detroit Pistons,United States
1997,Patrick Ewing,Patrick Ewing,7-0,240,New York Knicks,United StatesJamaica
